file_path,publishable,flesch_kincaid_grade_level,gunning_fog_index,dale_chall,smog_index,table_count,table_citation_presence,table_density,no_of_columns_per_page_of_table,citation_relevance,title_abstract_consistency,presence_of_opposite_number_of_sections,reference_count,figures_to_text_ratio,equation_density,technical_jargon_score,novelty_score,interdisciplinary_impact_score
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_272.pdf,0,11.2,10.21,7.16,13.6,93,False,9.3,3.053763440860215,0.0,0.7556930184364319,2,49,0.0,0.004059216809933142,0.003354453969437197,0.566058945980939,0.2280163006537587
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_266.pdf,0,8.8,9.04,7.02,12.0,1,False,0.09090909090909091,4.0,0.0,0,3,23,0.0,0.004284949116229245,0.014065335753176044,0.5865684007351496,0.008763637766242028
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_138.pdf,0,10.3,9.82,7.59,12.9,0,False,0.0,0,0.0,0.6317101716995239,3,0,0.002204464039680353,0.00468448608432075,0.020066889632107024,0.6422885971872703,0.15481206165736047
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_28.pdf,0,8.9,8.49,6.32,12.1,1,False,0.04,3.0,0.0,0.5864383727312088,4,54,0.0,0.006009013520280421,0.014603277624533506,0.5910867505087825,0.05963638186973226
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_104.pdf,0,8.7,8.55,6.96,11.8,1,False,0.0625,8.0,0.0,0.5456366650760174,3,24,0.0,0.013954486904250751,0.0057645631067961165,0.5705811023712158,0.02061833944171667
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_110.pdf,0,9.3,8.07,6.58,12.6,61,True,3.210526315789474,6.311475409836065,0.0,0.5448651760816574,2,71,0.0,0.009387027128508401,0.009969788519637462,0.3562246288261275,0.06784162427344864
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_14.pdf,0,10.6,9.07,6.48,13.2,1,True,0.0625,3.0,0.0,0.5465878769755363,3,81,0.0,0.0045045045045045045,0.01722860318636532,0.45484590994492746,0.055012625828385356
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_306.pdf,0,8.5,8.19,6.53,11.6,6,False,0.1935483870967742,4.333333333333333,0.0,0.5549627020955086,1,0,0.0,0.008176973059794115,0.007849640685461581,0.34484815064598534,0.19161203528817725
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_312.pdf,0,11.4,10.39,8.45,13.9,7,False,1.1666666666666667,6.285714285714286,0.0,0.7220441699028015,3,36,0.0019395954558049321,0.002770850651149903,0.007133303611234953,0.4983128168366172,0.044330088929406555
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_304.pdf,0,11.2,10.77,7.31,13.8,5,False,1.0,6.6,0,0.5081132594496012,3,0,0.0,0.004782608695652174,0.007248878149810148,0.7062682271003724,0.16189338153681126
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_310.pdf,0,11.0,9.86,7.07,12.8,3,True,0.17647058823529413,5.666666666666667,0.0,0.7907209992408752,2,0,0.0,0.005806719203649938,0.009240658899156288,0.44563221755574967,0.07840614577215183
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_338.pdf,0,12.9,10.65,7.48,14.5,3,False,0.42857142857142855,5.333333333333333,0.0,0.603522427380085,2,54,0.0013803983435219877,0.0011831985801617037,0.0018867924528301887,0.438656845602017,0.15428038774376587
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_106.pdf,0,9.5,9.39,7.64,12.0,3,True,0.1875,5.333333333333333,0.0,0,5,0,0.0,0.0008679299869810502,0.0006393861892583121,0.6160455423696288,0.023283451423048974
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_16.pdf,0,3.2,7.16,12.78,3.1,7,False,0.7,8.714285714285714,0,0,8,0,0.0,0.0007604562737642585,0.0,0.6498574852943421,0
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_112.pdf,0,11.0,11.17,8.38,13.5,2,True,0.5,12.0,0.0,0.5357374623417854,3,19,0.0,0.006438495425279567,0.013662637940094587,0.5710898150415982,0.15784589024456236
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_270.pdf,0,7.6,7.34,5.3,10.3,3,False,0.034482758620689655,5.666666666666667,0.0,0.5191770326346159,2,0,0.0,0.007630033882523343,0.005961707494172049,0.4142775367457291,0.12332679896300339
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_264.pdf,0,8.5,8.56,6.85,11.3,2,True,0.13333333333333333,4.0,0.0,0.653779000043869,2,12,0.0005836575875486381,0.0188715953307393,0.00594883997620464,0.6054139982099118,0.25602195262056004
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_258.pdf,0,12.6,11.04,7.6,14.2,62,False,8.857142857142858,1.8064516129032258,0.0,0.8481691777706146,2,0,0.0,0.00020593080724876442,0.002729443875810304,0.5559293276733823,0.28454431946851627
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_259.pdf,0,11.0,9.43,7.29,13.2,5,False,0.20833333333333334,6.6,0.0,0,1,77,0.001781895937277263,0.010453789498693276,0.003203987184051264,0.3917583166851717,0.039166789672383476
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_265.pdf,0,8.0,7.25,5.76,10.9,0,False,0.0,0,0.0,0.5574501380324364,3,63,0.0,0.007259206798866855,0.0014675667742882301,0.3343514871241442,0.12087262359687774
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_271.pdf,0,10.3,9.18,7.05,13.4,37,True,4.625,3.8378378378378377,0.0,0,2,90,0.0,0.0037609694943585457,0.004189944134078212,0.516863958577852,0.13932523539393638
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_17.pdf,0,14.5,10.56,6.22,15.9,5,True,0.09615384615384616,3.4,0.0,0.5802379995584488,1,97,0.0014458071592382091,0.002492770964203809,0.005349381477766633,0.47127000848087697,0.13050117965649866
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_113.pdf,0,9.2,10.5,6.69,10.9,0,False,0.0,0,0,0,7,0,0.00012322858903265557,0.0035736290819470117,0.011877828054298642,0.5881187796592713,0.05762811093109929
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_107.pdf,0,8.2,7.57,6.06,11.5,1,True,0.05,2.0,0.0,0.5431024730205536,2,29,0.0,0.001078877966914409,0.01013787510137875,0.5110301247457179,0.13165636807458725
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_339.pdf,0,10.6,8.78,6.31,13.0,9,True,0.23684210526315788,5.888888888888889,0.0,0.5082874335348606,1,0,0.0,0.007218340359184616,0.03231907894736842,0.47580092035490895,0.0646650675669208
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_311.pdf,0,10.4,8.74,7.28,12.9,0,False,0.0,0,0.0,0.5214666184037924,2,54,0.000891000891000891,0.002079002079002079,0.015388202378176731,0.4830476242092858,0.1728593237992141
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_305.pdf,0,11.5,11.46,7.74,14.1,1,False,0.125,5.0,0.0,0.4966392498463392,1,36,0.0,0.015310402684563759,0.01004566210045662,0.3873542850056002,0.06444809195058676
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_301.pdf,0,9.2,6.64,6.09,12.3,55,False,0.5445544554455446,10.436363636363636,0,0.4810197502374649,4,0,0.0008743690632327809,0.006716744167560908,0.00040306328093510683,0.6084211468696594,0.0023639578372240066
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_315.pdf,0,10.0,8.27,6.22,12.8,119,True,2.2037037037037037,3.857142857142857,0.0,0.6803108155727386,1,0,0.000284346713425904,0.0034595516800151652,0.010644633020693762,0.4953796469796021,0.09401741627964244
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_103.pdf,0,10.1,8.61,6.4,13.5,15,True,1.0714285714285714,3.466666666666667,0.0,0.5253265146166086,3,114,0.0,0.006348951217552037,0.00834059504543757,0.4078882264001721,0.270669156669368
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_117.pdf,0,10.1,9.42,7.18,12.7,6,True,0.5454545454545454,3.6666666666666665,0.0,0.5195987988263369,2,39,0.0012756729174639623,0.006761066462559,0.012825817128671908,0.5321020436286926,0.06944243886200205
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_13.pdf,0,9.6,8.39,6.54,12.0,0,False,0.0,0,0.0,0,7,0,0.0,0.002025036818851252,0.00926517571884984,0.6510315839733396,0.04332787562161684
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_249.pdf,0,11.4,9.62,7.24,13.8,2,False,0.13333333333333333,2.0,0.0,0.6782459765672684,2,1,0.00039888312724371757,0.0013960909453530116,0.017504051863857374,0.583485639305451,0.11889437092254283
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_275.pdf,0,10.3,9.65,7.66,12.5,5,True,0.38461538461538464,1.8,0.0,0.5308018364012241,1,18,0.0,0.004116920543433511,0.005901639344262295,0.511597710492006,0.13933962589654125
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_261.pdf,0,10.0,9.18,6.98,12.2,0,False,0.0,0,0.0,0.5227891132235527,1,36,0.0,0.007802340702210663,0.012325390304026294,0.4993701014829719,0.08891058566020148
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_260.pdf,0,9.0,8.92,6.82,12.2,3,True,0.15,2.6666666666666665,0.0,0.5428895242512226,1,0,0.0,0.017188946185376173,0.01671763506625892,0.5274616521246294,0.18273796352148552
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_274.pdf,0,10.4,9.75,7.33,12.8,0,False,0.0,0,0.0,0.5519231036305428,1,0,0.0,0.0068878013413086825,0.015877598152424944,0.4210638845144813,0.043654870428144935
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_248.pdf,0,12.4,13.43,9.84,14.6,0,False,0.0,0,0,0,6,0,0.0,0.0,0.009216589861751152,0.6325810432434082,0.027009659633040427
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_116.pdf,0,9.3,8.74,6.23,12.6,7,False,0.2692307692307692,11.571428571428571,0.0,0.5312658287584782,1,0,0.0,0.009372384937238494,0.02876748482449195,0.4770499306065695,0.15096898698461025
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_12.pdf,0,9.7,9.32,7.34,13.1,0,False,0.0,0,0.0,0.5487465560436249,1,0,0.0,0.009689574735331061,0.013815402704291593,0.48099418549395323,0.20033662205951888
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_102.pdf,0,10.1,9.14,6.91,12.2,1,False,0.058823529411764705,5.0,0.0,0.5800837948918343,1,0,0.0,0.00497949619214997,0.011855905152758778,0.552105966439614,0.11259038962789882
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_314.pdf,0,9.5,8.76,7.08,12.6,0,False,0.0,0,0.0,0,2,0,0.0006811989100817438,0.003746594005449591,0.022129653736006248,0.5515798929695771,0.0580900250422675
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_300.pdf,0,12.4,10.05,6.91,13.9,70,True,5.0,5.085714285714285,0.0,0.4901021597906947,3,145,0.0,0.0048039969254419675,0.016109215017064846,0.46856252511922464,0.10023940831872877
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_328.pdf,0,11.5,9.43,6.62,13.8,12,True,0.8571428571428571,6.666666666666667,0.0,0.5247333459556103,0,98,0.026254744833403627,0.00021088148460565162,0.002540373797858828,0.4845836209087837,0.15443021747842764
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_316.pdf,0,10.1,9.79,6.32,12.4,2,False,0.1,5.0,0.0,0.537280660122633,1,0,0.0,0.005575038215987771,0.016521610857058562,0.5061413613097234,0.03140050079673529
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_302.pdf,0,9.5,8.17,6.64,12.4,3,False,0.5,14.0,0.0,0.5303298458456993,0,24,0.0,0.005468215994531784,0.009302325581395349,0.5572272582634076,0.013045116141438485
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_128.pdf,0,12.7,9.87,7.71,14.2,10,False,1.4285714285714286,7.7,0.0,0.5818049013614655,2,30,0.0,0.0,0.0003299241174529858,0.31744344027146054,0.3019032691841883
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_38.pdf,0,9.3,8.85,6.18,12.5,3,False,0.0625,5.666666666666667,0.0,0.5471653193235397,1,164,0.0,0.010070052539404553,0.003244258516178605,0.3894126676906974,0.08959944553336559
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_10.pdf,0,11.8,10.94,7.34,13.8,7,True,0.7777777777777778,3.0,0.0,0.5167143326252699,3,24,0.0,0.0033486076841734227,0.014669926650366748,0.5594120757501634,0.04270429191155696
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_100.pdf,0,9.3,9.33,8.39,11.8,1,True,0.2,10.0,0.0,0.5368416048586369,2,21,0.0007642338555598013,0.008024455483377914,0.0029940119760479044,0.5217358613336409,0.33051289815540363
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_262.pdf,0,10.3,9.85,7.73,12.5,3,False,0.3,6.0,0.0,0.7882471680641174,3,0,0.0008764241893076249,0.004820333041191937,0.009758477677482313,0.6617095983841202,0.06624173322181323
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_276.pdf,0,11.0,10.44,8.04,12.3,4,True,1.0,4.0,0.0,0.5198843907564878,3,19,0.0003077870113881194,0.010464758387196061,0.006760019314340898,0.5962063846748267,0.20600927377634384
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_289.pdf,0,8.8,8.14,6.9,12.0,6,True,0.35294117647058826,4.333333333333333,0.0,0.5283517334610224,2,0,0.0,0.001213739531496541,0.0024491333835719668,0.5145251345634461,0.1528211757940784
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_288.pdf,0,10.4,9.14,6.56,12.7,0,False,0.0,0,0.0,0.4973766542971134,3,0,0.0,0.005904377880184331,0.00024770869457517957,0.3913560679773005,0.21164810377519808
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_277.pdf,0,6.4,7.11,7.58,10.2,4,False,0.2222222222222222,9.25,0.0,0.5380385369062424,2,13,0.0,0.03172666259914582,0.0055511498810467885,0.5987870288571131,0.12986231812179688
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_101.pdf,0,9.9,9.21,6.03,12.0,2,True,0.05,14.5,0.0,0.5524332076311111,1,0,0.0,0.014753817121290102,0.002386845827439887,0.4557428763894474,0.1564074117395732
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_11.pdf,0,12.1,11.44,7.21,14.1,12,True,1.3333333333333333,6.166666666666667,0.0,0.5774919465184212,3,27,0.0,0.001221427325074158,0.03228547153780799,0.5808042193242049,0.12680090732571955
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_115.pdf,0,8.3,8.25,6.55,11.2,1,True,0.058823529411764705,10.0,0.0,0.5592933595180511,2,21,0.0,0.003802837501828287,0.01014983083615273,0.5468931257724762,0.2347612250763093
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_39.pdf,0,9.9,8.5,6.48,12.2,0,False,0.0,0,0.0,0.5612553954124451,3,28,0.0,0.008717948717948718,0.007991475759190196,0.4248303708705035,0.2552120501090126
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_129.pdf,0,9.6,8.88,7.42,12.4,7,True,0.875,6.142857142857143,0.0,0.7814497649669647,2,0,0.0,0.0019083969465648854,0.03512396694214876,0.5955717010880416,0.17988979589782508
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_303.pdf,0,12.2,9.92,6.74,14.1,4,True,0.12903225806451613,6.75,0.0,0.5591433681547642,0,0,0.0,0.00043572984749455336,0.011910322279308735,0.49037150303019755,0.08567636789494804
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_317.pdf,0,9.4,9.47,6.84,11.8,3,False,0.3,12.666666666666666,0.0,0.8196503818035126,3,48,0.0,0.0067330621405526725,0.010438413361169102,0.4069387233257294,0.08546274517777117
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_370.pdf,0,8.5,7.91,6.01,11.2,1,True,0.05555555555555555,8.0,0.0,0.7489843666553497,1,26,0.0,0.006901767987141912,0.0023847376788553257,0.3454603127070836,0.006386103201657533
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_364.pdf,0,10.0,9.77,6.53,12.0,3,False,0.16666666666666666,5.666666666666667,0.0,0.8109572231769562,2,0,0.000369890882189754,0.018217125947845386,0.01492100643651258,0.4848406396128915,0.028597985580563545
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_358.pdf,0,11.6,11.5,6.85,12.8,0,False,0.0,0,0.0,0.5295469276607037,2,34,0.0,0.022680647367221335,0.014154160982264666,0.5351908967412752,0.10883599670810509
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_76.pdf,0,10.4,8.83,7.16,12.7,7,True,1.4,4.0,0.0,0.5295287594199181,0,29,0.0006299212598425197,0.0006299212598425197,0.021654636313159357,0.48018434104854113,0.12481417639994871
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_172.pdf,0,11.5,9.54,7.3,13.4,5,True,0.8333333333333334,9.6,0.0,0.8219489455223083,1,15,0.0,0.005098919029165817,0.006920415224913495,0.5769432268432669,0.032055786438286306
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_166.pdf,0,8.1,8.24,7.14,10.9,7,True,0.7,4.285714285714286,0.0,0.5912244766950607,3,49,0.0,0.012748756218905472,0.0159500693481276,0.5329665413326469,0.03515739608556032
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_62.pdf,0,9.8,9.03,6.05,12.5,6,False,0.23076923076923078,3.3333333333333335,0.0,0.5631367489695549,2,12,0.0,0.008422887017136218,0.008454673555659934,0.3356417512192446,0.18415947497180463
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_89.pdf,0,9.7,10.39,8.14,12.5,0,False,0.0,0,0,0,8,0,0.0,0.0012300123001230013,0.0068322981366459624,0.6446461975574493,0.026586850360035896
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_199.pdf,0,9.5,8.47,6.7,12.4,54,True,3.176470588235294,1.4444444444444444,0.0,0.7460955381393433,1,0,9.892175289346128e-05,0.0034622613512711444,0.01601868846988153,0.5008400931077844,0.06240078714824252
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_204.pdf,0,10.7,9.88,7.42,12.9,12,True,1.5,3.4166666666666665,0.0,0.7194764614105225,2,0,0.0,0.021305377071356105,0.009064249533457745,0.64967414349681,0.029446678114326014
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_210.pdf,0,17.1,20.27,3.27,9.4,19,False,3.8,3.3157894736842106,0,0,8,0,0.0006528632717776534,0.0004663309084126096,0.0,0.653080040216446,0.02846318930387497
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_238.pdf,0,9.5,9.86,7.25,12.7,10,True,0.8333333333333334,7.4,0.0,0.8166294991970062,2,39,0.0,0.01008471157724889,0.015329693406131877,0.49460580434118,0.10032712184326019
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_239.pdf,0,5.0,7.66,8.72,9.0,0,False,0.0,0,0.0,0,7,8,0.0,0.03857566765578635,0.0019047619047619048,0.6192531900746482,0.03186257611960173
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_211.pdf,0,10.2,8.28,7.01,12.7,11,True,0.5789473684210527,7.636363636363637,0.0,0.7575559318065643,0,13,0.00023682652457075192,0.004262877442273535,0.01715296198054819,0.5357964745628725,0.24440666375218797
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_205.pdf,0,10.5,9.61,7.46,12.5,2,True,0.16666666666666666,4.0,0,0,4,0,0.0,0.0067902367406863645,0.01191827468785471,0.6547696590423584,0.10242447302638955
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_198.pdf,0,11.3,9.01,6.75,13.2,43,True,1.303030303030303,3.395348837209302,0.0,0.5412730053067207,1,45,7.645844483523205e-05,0.00672834314550042,0.03185295125014271,0.49124993294864505,0.15485056615303144
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_88.pdf,0,9.9,8.56,6.59,12.0,20,True,0.4878048780487805,3.8,0.0,0,2,0,0.002827581774950196,0.006683375104427736,0.004726536124240378,0.4599702415999419,0.36294605839642896
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_167.pdf,0,9.6,9.28,6.48,12.5,0,False,0.0,0,0.0,0.5160735957324505,3,7,0.0,0.02319327731092437,0.024498886414253896,0.5544386502984282,0.030825741589069366
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_63.pdf,0,9.0,8.71,6.49,12.0,54,True,1.588235294117647,2.7222222222222223,0.0,0.568830244243145,3,72,0.0,0.0065267597148308066,0.024068578964721397,0.4552765809437808,0.0026834916323423387
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_77.pdf,0,11.2,9.41,7.21,13.6,2,True,0.3333333333333333,11.0,0.0,0.48567802365869284,1,41,0.0005333333333333334,0.0002666666666666667,0.01094391244870041,0.5052780307256258,0.09474318151039599
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_173.pdf,0,10.7,9.56,7.75,12.8,7,True,1.1666666666666667,3.857142857142857,0.0,0.5095781031996012,2,17,0.0013896609227348527,0.0,0.005371530886302597,0.35142361561457314,0.1831082845986513
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_359.pdf,0,11.1,9.84,6.71,13.0,6,True,0.75,4.833333333333333,0.0,0.723714679479599,3,0,0.0,0.0007620789513793629,0.005815563555801717,0.5813577850988089,0.06501017763138857
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_365.pdf,0,11.3,10.16,7.07,13.7,4,True,0.3076923076923077,11.0,0.0,0.5383419841527939,2,33,0.0,0.008424994149309618,0.005315379163713678,0.5108103082604604,0.03888455908745527
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_371.pdf,0,9.7,8.32,6.43,12.7,8,False,0.23529411764705882,8.375,0.0,0.5796993374824524,2,0,0.000590493061706525,0.008266902863891349,0.0148274622573688,0.37904540538787845,0.057946485005638315
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_367.pdf,0,9.4,9.75,7.14,12.4,1,True,0.06666666666666667,11.0,0.0,0.5159673094749451,1,26,0.0,0.01126479395408527,0.015574302401038288,0.5707576344473453,0.05561124374209186
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_373.pdf,0,9.0,9.57,6.23,11.2,1,False,0.043478260869565216,1.0,0.0,0.7708987295627594,4,9,0.0,0.021786044599732813,0.0018351214003387917,0.5335828529549883,0.023005370609462263
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_398.pdf,0,10.7,7.95,7.07,12.6,12,True,2.0,5.666666666666667,0.0,0.5530521459877491,2,45,0.0027383619616629324,0.00024894199651481205,0.03153526970954357,0.49613092693876715,0.2734121818884566
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_61.pdf,0,9.2,8.6,7.45,12.1,0,False,0.0,0,0.0,0.5615799687802792,3,53,0.0,0.0027662517289073307,0.00044464206313917296,0.5879213997295925,0
/Users/sparshkarna/Desktop/DataScienceProject/papers/non-publishable/paper_165.pdf,0,10.4,9.06,7.74,13.2,7,True,1.1666666666666667,2.5714285714285716,0.0,0,2,32,0.0062516988312041315,0.0,0.0023932987634623054,0.4732859273214598,0.1505446801090214
