publishable,flesch_kincaid_grade_level,gunning_fog_index,dale_chall,smog_index,table_count,table_citation_presence,table_density,no_of_columns_per_page_of_table,title_abstract_consistency,presence_of_opposite_number_of_sections,reference_count,figures_to_text_ratio,equation_density,technical_jargon_score,novelty_score,interdisciplinary_impact_score
0,10.3,9.65,7.66,12.5,5.0,1,0.3846153846153846,1.8,0.5308018364012241,1.0,18.0,0.0,0.0041169205434335,0.0059016393442622,0.511597710492006,0.1393396258965412
0,10.0,9.18,6.98,12.2,0.0,0,0.0,0.0,0.5227891132235527,1.0,36.0,0.0,0.0078023407022106,0.0123253903040262,0.4993701014829719,0.0889105856602014
0,9.0,8.92,6.82,12.2,3.0,1,0.15,2.6666666666666665,0.5428895242512226,1.0,0.0,0.0,0.0171889461853761,0.0167176350662589,0.5274616521246294,0.1827379635214855
0,10.4,9.75,7.33,12.8,0.0,0,0.0,0.0,0.5519231036305428,1.0,0.0,0.0,0.0068878013413086,0.0158775981524249,0.4210638845144813,0.0436548704281449
0,12.4,13.43,9.84,14.6,0.0,0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0092165898617511,0.6325810432434082,0.0270096596330404
0,9.3,8.74,6.23,12.6,7.0,0,0.2692307692307692,11.571428571428571,0.5312658287584782,1.0,0.0,0.0,0.0093723849372384,0.0287674848244919,0.4770499306065695,0.1509689869846102
0,9.7,9.32,7.34,13.1,0.0,0,0.0,0.0,0.5487465560436249,1.0,0.0,0.0,0.009689574735331,0.0138154027042915,0.4809941854939532,0.2003366220595188
0,10.1,9.14,6.91,12.2,1.0,0,0.0588235294117647,5.0,0.5800837948918343,1.0,0.0,0.0,0.0049794961921499,0.0118559051527587,0.552105966439614,0.1125903896278988
0,9.5,8.76,7.08,12.6,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0006811989100817,0.0037465940054495,0.0221296537360062,0.5515798929695771,0.0580900250422675
0,12.4,10.05,6.91,13.9,70.0,1,5.0,5.085714285714285,0.4901021597906947,3.0,145.0,0.0,0.0048039969254419,0.0161092150170648,0.4685625251192246,0.1002394083187287
0,11.5,9.43,6.62,13.8,12.0,1,0.8571428571428571,6.666666666666667,0.5247333459556103,0.0,98.0,0.0262547448334036,0.0002108814846056,0.0025403737978588,0.4845836209087837,0.1544302174784276
0,10.1,9.79,6.32,12.4,2.0,0,0.1,5.0,0.537280660122633,1.0,0.0,0.0,0.0055750382159877,0.0165216108570585,0.5061413613097234,0.0314005007967352
0,9.5,8.17,6.64,12.4,3.0,0,0.5,14.0,0.5303298458456993,0.0,24.0,0.0,0.0054682159945317,0.0093023255813953,0.5572272582634076,0.0130451161414384
0,12.7,9.87,7.71,14.2,10.0,0,1.4285714285714286,7.7,0.5818049013614655,2.0,30.0,0.0,0.0,0.0003299241174529,0.3174434402714605,0.3019032691841883
0,9.3,8.85,6.18,12.5,3.0,0,0.0625,5.666666666666667,0.5471653193235397,1.0,164.0,0.0,0.0100700525394045,0.0032442585161786,0.3894126676906974,0.0895994455333655
0,11.8,10.94,7.34,13.8,7.0,1,0.7777777777777778,3.0,0.5167143326252699,3.0,24.0,0.0,0.0033486076841734,0.0146699266503667,0.5594120757501634,0.0427042919115569
0,9.3,9.33,8.39,11.8,1.0,1,0.2,10.0,0.5368416048586369,2.0,21.0,0.0007642338555598,0.0080244554833779,0.0029940119760479,0.5217358613336409,0.3305128981554036
0,10.3,9.85,7.73,12.5,3.0,0,0.3,6.0,0.7882471680641174,3.0,0.0,0.0008764241893076,0.0048203330411919,0.0097584776774823,0.6617095983841202,0.0662417332218132
0,11.0,10.44,8.04,12.3,4.0,1,1.0,4.0,0.5198843907564878,3.0,19.0,0.0003077870113881,0.010464758387196,0.0067600193143408,0.5962063846748267,0.2060092737763438
0,8.8,8.14,6.9,12.0,6.0,1,0.3529411764705882,4.333333333333333,0.5283517334610224,2.0,0.0,0.0,0.0012137395314965,0.0024491333835719,0.5145251345634461,0.1528211757940784
0,10.4,9.14,6.56,12.7,0.0,0,0.0,0.0,0.4973766542971134,3.0,0.0,0.0,0.0059043778801843,0.0002477086945751,0.3913560679773005,0.211648103775198
0,6.4,7.11,7.58,10.2,4.0,0,0.2222222222222222,9.25,0.5380385369062424,2.0,13.0,0.0,0.0317266625991458,0.0055511498810467,0.5987870288571131,0.1298623181217968
0,9.9,9.21,6.03,12.0,2.0,1,0.05,14.5,0.5524332076311111,1.0,0.0,0.0,0.0147538171212901,0.0023868458274398,0.4557428763894474,0.1564074117395732
0,12.1,11.44,7.21,14.1,12.0,1,1.3333333333333333,6.166666666666667,0.5774919465184212,3.0,27.0,0.0,0.0012214273250741,0.0322854715378079,0.5808042193242049,0.1268009073257195
0,8.3,8.25,6.55,11.2,1.0,1,0.0588235294117647,10.0,0.5592933595180511,2.0,21.0,0.0,0.0038028375018282,0.0101498308361527,0.5468931257724762,0.2347612250763093
0,9.9,8.5,6.48,12.2,0.0,0,0.0,0.0,0.5612553954124451,3.0,28.0,0.0,0.0087179487179487,0.0079914757591901,0.4248303708705035,0.2552120501090126
0,9.6,8.88,7.42,12.4,7.0,1,0.875,6.142857142857143,0.7814497649669647,2.0,0.0,0.0,0.0019083969465648,0.0351239669421487,0.5955717010880416,0.179889795897825
0,12.2,9.92,6.74,14.1,4.0,1,0.1290322580645161,6.75,0.5591433681547642,0.0,0.0,0.0,0.0004357298474945,0.0119103222793087,0.4903715030301975,0.085676367894948
0,9.4,9.47,6.84,11.8,3.0,0,0.3,12.666666666666666,0.8196503818035126,3.0,48.0,0.0,0.0067330621405526,0.0104384133611691,0.4069387233257294,0.0854627451777711
0,8.5,7.91,6.01,11.2,1.0,1,0.0555555555555555,8.0,0.7489843666553497,1.0,26.0,0.0,0.0069017679871419,0.0023847376788553,0.3454603127070836,0.0063861032016575
0,10.0,9.77,6.53,12.0,3.0,0,0.1666666666666666,5.666666666666667,0.8109572231769562,2.0,0.0,0.0003698908821897,0.0182171259478453,0.0149210064365125,0.4848406396128915,0.0285979855805635
0,11.6,11.5,6.85,12.8,0.0,0,0.0,0.0,0.5295469276607037,2.0,34.0,0.0,0.0226806473672213,0.0141541609822646,0.5351908967412752,0.108835996708105
0,10.4,8.83,7.16,12.7,7.0,1,1.4,4.0,0.5295287594199181,0.0,29.0,0.0006299212598425,0.0006299212598425,0.0216546363131593,0.4801843410485411,0.1248141763999487
0,11.5,9.54,7.3,13.4,5.0,1,0.8333333333333334,9.6,0.8219489455223083,1.0,15.0,0.0,0.0050989190291658,0.0069204152249134,0.5769432268432669,0.0320557864382863
0,8.1,8.24,7.14,10.9,7.0,1,0.7,4.285714285714286,0.5912244766950607,3.0,49.0,0.0,0.0127487562189054,0.0159500693481276,0.5329665413326469,0.0351573960855603
0,9.8,9.03,6.05,12.5,6.0,0,0.2307692307692307,3.3333333333333335,0.5631367489695549,2.0,12.0,0.0,0.0084228870171362,0.0084546735556599,0.3356417512192446,0.1841594749718046
0,9.7,10.39,8.14,12.5,0.0,0,0.0,0.0,0.0,8.0,0.0,0.0,0.001230012300123,0.0068322981366459,0.6446461975574493,0.0265868503600358
0,9.5,8.47,6.7,12.4,54.0,1,3.176470588235294,1.4444444444444444,0.7460955381393433,1.0,0.0,9.892175289346128e-05,0.0034622613512711,0.0160186884698815,0.5008400931077844,0.0624007871482425
0,10.7,9.88,7.42,12.9,12.0,1,1.5,3.4166666666666665,0.7194764614105225,2.0,0.0,0.0,0.0213053770713561,0.0090642495334577,0.64967414349681,0.029446678114326
0,17.1,20.27,3.27,9.4,19.0,0,3.8,3.3157894736842106,0.0,8.0,0.0,0.0006528632717776,0.0004663309084126,0.0,0.653080040216446,0.0284631893038749
0,9.5,9.86,7.25,12.7,10.0,1,0.8333333333333334,7.4,0.8166294991970062,2.0,39.0,0.0,0.0100847115772488,0.0153296934061318,0.49460580434118,0.1003271218432601
0,5.0,7.66,8.72,9.0,0.0,0,0.0,0.0,0.0,7.0,8.0,0.0,0.0385756676557863,0.0019047619047619,0.6192531900746482,0.0318625761196017
0,10.2,8.28,7.01,12.7,11.0,1,0.5789473684210527,7.636363636363637,0.7575559318065643,0.0,13.0,0.0002368265245707,0.0042628774422735,0.0171529619805481,0.5357964745628725,0.2444066637521879
0,10.5,9.61,7.46,12.5,2.0,1,0.1666666666666666,4.0,0.0,4.0,0.0,0.0,0.0067902367406863,0.0119182746878547,0.6547696590423584,0.1024244730263895
0,11.3,9.01,6.75,13.2,43.0,1,1.303030303030303,3.395348837209302,0.5412730053067207,1.0,45.0,7.645844483523205e-05,0.0067283431455004,0.0318529512501427,0.491249932948645,0.1548505661530314
0,9.9,8.56,6.59,12.0,20.0,1,0.4878048780487805,3.8,0.0,2.0,0.0,0.0028275817749501,0.0066833751044277,0.0047265361242403,0.4599702415999419,0.3629460583964289
0,9.6,9.28,6.48,12.5,0.0,0,0.0,0.0,0.5160735957324505,3.0,7.0,0.0,0.0231932773109243,0.0244988864142538,0.5544386502984282,0.0308257415890693
0,9.0,8.71,6.49,12.0,54.0,1,1.588235294117647,2.7222222222222223,0.568830244243145,3.0,72.0,0.0,0.0065267597148308,0.0240685789647213,0.4552765809437808,0.0026834916323423
0,11.2,9.41,7.21,13.6,2.0,1,0.3333333333333333,11.0,0.4856780236586928,1.0,41.0,0.0005333333333333,0.0002666666666666,0.0109439124487004,0.5052780307256258,0.0947431815103959
0,10.7,9.56,7.75,12.8,7.0,1,1.1666666666666667,3.857142857142857,0.5095781031996012,2.0,17.0,0.0013896609227348,0.0,0.0053715308863025,0.3514236156145731,0.1831082845986513
0,11.1,9.84,6.71,13.0,6.0,1,0.75,4.833333333333333,0.723714679479599,3.0,0.0,0.0,0.0007620789513793,0.0058155635558017,0.5813577850988089,0.0650101776313885
0,11.3,10.16,7.07,13.7,4.0,1,0.3076923076923077,11.0,0.5383419841527939,2.0,33.0,0.0,0.0084249941493096,0.0053153791637136,0.5108103082604604,0.0388845590874552
0,9.7,8.32,6.43,12.7,8.0,0,0.2352941176470588,8.375,0.5796993374824524,2.0,0.0,0.0005904930617065,0.0082669028638913,0.0148274622573688,0.3790454053878784,0.0579464850056383
0,9.4,9.75,7.14,12.4,1.0,1,0.0666666666666666,11.0,0.5159673094749451,1.0,26.0,0.0,0.0112647939540852,0.0155743024010382,0.5707576344473453,0.0556112437420918
0,9.0,9.57,6.23,11.2,1.0,0,0.0434782608695652,1.0,0.7708987295627594,4.0,9.0,0.0,0.0217860445997328,0.0018351214003387,0.5335828529549883,0.0230053706094622
0,10.7,7.95,7.07,12.6,12.0,1,2.0,5.666666666666667,0.5530521459877491,2.0,45.0,0.0027383619616629,0.0002489419965148,0.0315352697095435,0.4961309269387671,0.2734121818884566
0,9.2,8.6,7.45,12.1,0.0,0,0.0,0.0,0.5615799687802792,3.0,53.0,0.0,0.0027662517289073,0.0004446420631391,0.5879213997295925,0.0
0,10.4,9.06,7.74,13.2,7.0,1,1.1666666666666667,2.5714285714285716,0.0,2.0,32.0,0.0062516988312041,0.0,0.0023932987634623,0.4732859273214598,0.1505446801090214
0,10.2,8.99,6.62,13.4,38.0,0,1.3103448275862069,6.2105263157894735,0.5592348761856556,2.0,54.0,0.0,0.0048133886255924,0.0058606468417625,0.5392347130251218,0.1089694230915619
0,8.9,8.56,6.54,12.2,0.0,0,0.0,0.0,0.5767726004123688,3.0,51.0,0.0,0.0067084570548773,0.0071307300509337,0.4841139941572029,0.1066609534410903
0,13.4,10.78,7.64,14.9,7.0,1,0.7777777777777778,3.7142857142857144,0.0,2.0,43.0,0.0017373175816539,0.0019110493398193,0.0037017451084082,0.4047822724855863,0.027208794669646
0,9.6,9.26,6.43,12.3,1.0,0,0.0526315789473684,8.0,0.54359345510602,3.0,58.0,0.0,0.0061311441338459,0.0116181175282034,0.5115352433919907,0.0442244867251396
0,8.8,8.26,6.34,11.1,0.0,0,0.0,0.0,0.7456062734127045,2.0,65.0,0.0003476648510835,0.0261907521149611,0.0197252553716097,0.4953922302691967,0.1263334332906442
0,10.6,10.32,7.82,13.1,6.0,1,0.75,8.0,0.5252569168806076,1.0,2.0,0.0,0.0019563090968373,0.013526807673389,0.6131808592722966,0.0362841259688139
0,9.9,8.92,6.96,12.3,1.0,0,0.1666666666666666,15.0,0.5710273534059525,3.0,50.0,0.0,0.0041648399824638,0.005052327679538,0.6126690340353482,0.0202728435397148
0,11.4,10.99,7.69,13.0,2.0,1,0.125,5.0,0.522935301065445,2.0,49.0,0.0012529365700861,0.0056382145653876,0.0113350125944584,0.5938809254411924,0.1530691273099383
0,9.9,9.53,6.44,12.3,0.0,0,0.0,0.0,0.5460714846849442,1.0,181.0,0.0,0.0102750861676529,0.0028135048231511,0.5459860743703069,0.118935321087866
0,8.2,7.92,6.59,11.0,0.0,0,0.0,0.0,0.5425039753317833,2.0,0.0,0.0,0.0117630967035973,0.0161219081272084,0.4622728157043457,0.0301268562674522
0,8.5,8.39,6.76,12.3,6.0,1,0.1935483870967742,8.166666666666666,0.5471135973930359,2.0,0.0,0.0,0.0152975370965274,0.01558501977204,0.3805533205208025,0.0274330008773723
0,10.9,9.69,6.6,13.2,1.0,0,0.0384615384615384,1.0,0.4856359809637069,2.0,0.0,8.832361773538245e-05,0.0073308602720367,0.011355257336676,0.389590710401535,0.0337406715378165
0,8.0,8.16,7.1,11.5,0.0,0,0.0,0.0,0.5429272130131721,2.0,66.0,0.0,0.0075742067553735,0.0043290043290043,0.3731735666592916,0.007067085057497
0,10.7,9.1,6.23,12.7,3.0,1,0.2,3.6666666666666665,0.5117280930280685,2.0,48.0,0.0001054073995994,0.0005270369979972,0.008034188034188,0.4959794255495071,0.2332434279905798
0,10.0,9.37,7.29,12.3,15.0,1,1.5,9.066666666666666,0.6016207933425903,2.0,0.0,0.0,0.0028727770177838,0.007244785949506,0.5990608388727362,0.017511239927262
0,12.0,9.88,8.02,13.5,11.0,1,1.2222222222222223,3.727272727272727,0.5410183146595955,0.0,53.0,0.0040834845735027,0.0009074410163339,0.0095625149414295,0.4536489582061768,0.3495933622724345
0,4.9,8.49,13.0,9.1,0.0,0,0.0,0.0,0.0,7.0,2.0,0.0091638029782359,0.0,0.0013192612137203,0.560662145274026,0.0
0,9.2,8.36,7.13,11.7,5.0,1,0.2631578947368421,7.2,0.5555569194257259,2.0,60.0,0.0,0.0042446156264738,0.0078316201664219,0.5687000972552037,0.0365020936354994
0,8.9,8.87,6.89,11.3,1.0,0,0.125,10.0,0.7231158912181854,4.0,6.0,0.0,0.0058023209283713,0.0089285714285714,0.6258691918747179,0.0901288640509591
0,9.2,9.12,8.18,11.9,8.0,1,1.0,4.0,0.7474053353071213,2.0,0.0,0.0,0.0046503308889286,0.0164271047227926,0.6089580200981386,0.1089520570134824
0,10.4,8.96,6.61,12.6,9.0,1,0.75,11.555555555555555,0.7198949158191681,3.0,39.0,0.0,0.0068457082675092,0.0067969413763806,0.3096150207352805,0.1798974975605675
0,9.4,8.58,5.97,12.6,40.0,0,0.396039603960396,2.9,0.5205615218728781,2.0,0.0,0.0,0.0149703462789362,0.0034791252485089,0.4027401077747345,0.1057466057452388
0,13.3,12.81,6.86,14.2,11.0,0,1.2222222222222223,7.727272727272728,0.0,2.0,0.0,0.0014537231465029,0.0111452107898562,0.0013663868826859,0.6192529737949372,0.0098194729536771
0,10.1,8.44,7.54,12.6,162.0,0,20.25,2.746913580246914,0.5445073433220387,2.0,42.0,0.4145405283359675,0.0004515692029803,0.0049813200498132,0.5355879967029278,0.2407818061759858
0,9.8,9.22,6.27,13.1,3.0,0,0.081081081081081,7.333333333333333,0.508220735937357,2.0,0.0,0.0,0.0109542356377799,0.0025273799494524,0.5533705542253894,0.0042766112834215
0,9.5,9.91,7.37,12.7,2.0,0,0.1428571428571428,4.5,0.550513219088316,2.0,38.0,0.0010210332856851,0.0026546865427812,0.0003158559696778,0.5646754665734017,0.1228593647024631
0,12.1,8.65,6.66,13.8,9.0,1,1.125,5.444444444444445,0.600488007068634,2.0,28.0,0.0016648168701442,0.0024047354790972,0.0126085738302045,0.4632103338608375,0.0163390847813981
0,10.7,9.37,6.68,13.6,3.0,1,0.081081081081081,4.0,0.5272917710244656,0.0,48.0,7.071135624381275e-05,0.0008485362749257,0.0040897261122815,0.3813830568240239,0.0617992518681358
0,10.9,8.48,6.77,13.8,4.0,0,0.2666666666666666,6.5,0.5421958491206169,1.0,68.0,0.0,0.0,0.0021468441391155,0.546716994047165,0.2315824156098667
0,10.5,9.2,6.52,12.8,0.0,0,0.0,0.0,0.6002486050128937,3.0,0.0,0.0,0.0044808405438813,0.0007621951219512,0.6270963318359394,0.0077269785106182
0,10.3,9.46,7.16,12.6,1.0,1,0.0714285714285714,5.0,0.5287201665341854,0.0,49.0,0.0,0.0075372480280455,0.015716568993074,0.5332668109815948,0.2400754446363927
0,10.5,10.14,7.56,13.1,6.0,0,0.75,2.0,0.5543494299054146,3.0,52.0,0.0,0.0058435438265786,0.018799272286234,0.5620628227790196,0.0525931711349103
0,10.5,9.83,7.05,12.4,0.0,0,0.0,0.0,0.545354288071394,2.0,8.0,0.0,0.0116535433070866,0.014550928248871,0.5258379081362172,0.0787419459669076
0,8.1,8.53,5.91,11.5,0.0,0,0.0,0.0,0.5453308783471584,2.0,60.0,0.0,0.0038853240713486,0.0029289493575207,0.367144900560379,0.0814589200119045
0,10.5,8.35,5.6,13.1,21.0,0,0.6774193548387096,4.333333333333333,0.7995546162128448,4.0,85.0,0.0,0.0050506982973024,0.0182995145026764,0.3623723566532135,0.1452452805558131
0,9.0,8.79,6.7,12.1,1.0,1,0.0769230769230769,5.0,0.4886626247316599,1.0,48.0,0.0009466708740927,0.0055222467655411,0.0292682926829268,0.5276801705360412,0.0573018966738332
0,10.8,9.34,8.57,12.6,2.0,0,0.5,5.0,0.5219751708209515,2.0,24.0,0.0020408163265306,0.0020408163265306,0.006766917293233,0.5917690969282581,0.1670151577735491
0,12.6,8.86,6.28,14.0,17.0,0,0.5666666666666667,10.823529411764708,0.0,1.0,0.0,0.000734434985812,0.00116841929561,0.0196984819036612,0.4674287497997283,0.162882026971125
0,9.4,8.85,7.79,12.0,8.0,1,1.0,5.125,0.8177259266376495,2.0,0.0,0.0,0.0037742631200575,0.0123977842257979,0.5911113060039023,0.0943066651807354
0,10.3,9.71,7.64,12.5,3.0,1,0.375,4.666666666666667,0.6608147621154785,4.0,0.0,0.0005113345832623,0.0034088972217487,0.0146005509641873,0.5889907796795552,0.0647900958799583
0,10.4,9.58,6.24,12.8,2.0,1,0.0666666666666666,3.5,0.5073886699974537,2.0,50.0,0.0001179245283018,0.0101415094339622,0.0244076251558881,0.5862282053038881,0.0477455232763983
0,9.9,9.7,6.58,12.6,0.0,0,0.0,0.0,0.5205424167215824,3.0,32.0,0.0,0.0080606922712185,0.0228177235340939,0.4788593176248911,0.0404541511088609
0,10.2,9.08,7.07,12.0,5.0,0,0.625,2.2,0.6900582313537598,3.0,0.0,0.0,0.0063617606602475,0.0091348737238044,0.5834619780055812,0.033968305028975
0,10.6,7.88,6.62,13.2,5.0,1,0.1785714285714285,5.6,0.5343654938042164,1.0,0.0,0.0,0.0064890710382513,0.006773500743433,0.5410494849085808,0.0600292858832478
0,8.9,8.61,6.78,12.3,60.0,1,1.6666666666666667,4.933333333333334,0.4890438206493854,1.0,0.0,0.0,0.0031163434903047,0.0086095992083127,0.5384198499861218,0.0957224222325665
